gene_id	gene_name	npeaks_ve	npeaks_tx	npeaks_diff	fpmk_48h	fpmk_con	fpmk_diff
ENSG00000090520	DNAJB11	4	0	4	26.61	32.73	6.12
ENSG00000075711	DLG1	4	0	4	10.4	21.13	10.73
ENSG00000244265	SIAH2-AS1	4	0	4	0.25	0.26	0.01
ENSG00000114480	GBE1	4	0	4	3.91	7.58	3.67
ENSG00000243069	ARHGEF26-AS1	4	0	4	2.06	6.08	4.02
ENSG00000174953	DHX36	4	0	4	29.01	59.89	30.88
ENSG00000109790	KLHL5	4	0	4	2.84	3.57	0.73
ENSG00000109689	STIM2	4	0	4	3.4	8.91	5.51
ENSG00000168152	THAP9	4	0	4	1.3	1.65	0.35
ENSG00000072840	EVC	4	0	4	2.93	3.71	0.78
ENSG00000035928	RFC1	4	0	4	47.94	59.26	11.32
ENSG00000005059	MCUB	4	0	4	0.68	0.77	0.09
ENSG00000145391	SETD7	4	0	4	21.08	29.77	8.69
ENSG00000145332	KLHL8	4	0	4	2.68	4.66	1.98
ENSG00000121897	LIAS	4	0	4	5.03	5.82	0.79
ENSG00000033178	UBA6	4	0	4	10.58	24.33	13.75
ENSG00000145348	TBCK	4	0	4	1.58	2.79	1.21
ENSG00000163626	COX18	4	0	4	3.34	7.62	4.28
ENSG00000181381	DDX60L	4	0	4	0.6	1.21	0.61
ENSG00000083857	FAT1	4	0	4	20.82	39.6	18.78
ENSG00000109572	CLCN3	4	0	4	15.81	18.55	2.74
ENSG00000163293	NIPAL1	4	0	4	0.05	1.09	1.04
ENSG00000138744	NAAA	4	0	4	25	27.14	2.14
ENSG00000251676	SNHG27	4	0	4	2.5	4.81	2.31
ENSG00000246375	PPM1K-DT	4	0	4	0.05	0.17	0.12
ENSG00000047662	FAM184B	4	0	4	0.06	0.2	0.14
ENSG00000184178	SCFD2	4	0	4	2.67	5.88	3.21
ENSG00000135083	CCNJL	4	0	4	0.09	0.21	0.12
ENSG00000071539	TRIP13	4	0	4	12.66	37.23	24.57
ENSG00000152582	SPEF2	4	0	4	0.21	0.4	0.19
ENSG00000281357	ARRDC3-AS1	4	0	4	0.53	2.33	1.8
ENSG00000225138	SLC9A3-AS1	4	0	4	2.42	4.35	1.93
ENSG00000048162	NOP16	4	0	4	22.65	43.3	20.65
ENSG00000247572	CKMT2-AS1	4	0	4	1.35	3.66	2.31
ENSG00000164347	GFM2	4	0	4	22.36	26.84	4.48
ENSG00000204764	RANBP17	4	0	4	3.1	6.44	3.34
ENSG00000186952	TMEM232	4	0	4	0.04	0.18	0.14
ENSG00000086189	DIMT1	4	0	4	8.94	17.41	8.47
ENSG00000072571	HMMR	4	0	4	20.74	31.03	10.29
ENSG00000120709	FAM53C	4	0	4	40.51	47.23	6.72
ENSG00000157510	AFAP1L1	4	0	4	0.69	1.38	0.69
ENSG00000170089	AC106795.1	4	0	4	51.67	52.57	0.899999999999999
ENSG00000134986	NREP	4	0	4	8.47	22.81	14.34
ENSG00000081189	MEF2C	4	0	4	0.03	0.3	0.27
ENSG00000124570	SERPINB6	4	0	4	61.93	75.79	13.86
ENSG00000124802	EEF1E1	4	0	4	31.76	34.92	3.16
ENSG00000111877	MCM9	4	0	4	3.05	4.17	1.12
ENSG00000096433	ITPR3	4	0	4	14.43	15.19	0.76
ENSG00000137275	RIPK1	4	0	4	1.77	5.34	3.57
ENSG00000204713	TRIM27	4	0	4	25.22	38.76	13.54
ENSG00000079841	RIMS1	4	0	4	0.87	3.27	2.4
ENSG00000285763	AL358777.1	4	0	4	0.08	0.76	0.68
ENSG00000137434	C6orf52	4	0	4	3.08	3.78	0.7
ENSG00000096401	CDC5L	4	0	4	10.13	12.29	2.16
ENSG00000178199	ZC3H12D	4	0	4	0.03	0.07	0.04
ENSG00000180596	HIST1H2BC	4	0	4	3.17	4.88	1.71
ENSG00000124571	XPO5	4	0	4	21.91	24.36	2.45
ENSG00000124613	ZNF391	4	0	4	3.34	4.68	1.34
ENSG00000085377	PREP	4	0	4	9.61	10.65	1.04
ENSG00000112249	ASCC3	4	0	4	7.33	15.39	8.06
ENSG00000204623	ZNRD1ASP	4	0	4	0.37	3.22	2.85
ENSG00000112320	SOBP	4	0	4	0.61	1.44	0.83
ENSG00000120265	PCMT1	4	0	4	40.01	48.58	8.57
ENSG00000120253	NUP43	4	0	4	5.28	12.03	6.75
ENSG00000164418	GRIK2	4	0	4	0.87	1.37	0.5
ENSG00000112081	SRSF3	4	0	4	95.37	99.07	3.69999999999999
ENSG00000186340	THBS2	4	0	4	0.23	0.33	0.1
ENSG00000175048	ZDHHC14	4	0	4	2.04	3.98	1.94
ENSG00000164440	TXLNB	4	0	4	0.13	0.97	0.84
ENSG00000273184	AC010655.4	4	0	4	0.32	4.72	4.4
ENSG00000086289	EPDR1	4	0	4	1.67	2.7	1.03
ENSG00000173041	ZNF680	4	0	4	3.38	6.39	3.01
ENSG00000169871	TRIM56	4	0	4	1.53	3.88	2.35
ENSG00000161057	PSMC2	4	0	4	62.48	80.78	18.3
ENSG00000106355	LSM5	4	0	4	26.81	29.31	2.5
ENSG00000122515	ZMIZ2	4	0	4	32.84	41.88	9.04
ENSG00000106038	EVX1	4	0	4	0.27	0.29	0.02
ENSG00000136235	GPNMB	4	0	4	2.3	3.25	0.95
ENSG00000249773	AC092647.5	4	0	4	0.29	0.62	0.33
ENSG00000106263	EIF3B	4	0	4	72.35	122.1	49.75
ENSG00000004864	SLC25A13	4	0	4	4.83	13.23	8.4
ENSG00000106484	MEST	4	0	4	38.91	50.04	11.13
ENSG00000196636	SDHAF3	4	0	4	24.16	35.47	11.31
ENSG00000227038	GTF2IP7	4	0	4	0.32	1.65	1.33
ENSG00000274523	RCC1L	4	0	4	17.71	27.9	10.19
ENSG00000106571	GLI3	4	0	4	1.69	2.52	0.83
ENSG00000170027	YWHAG	4	0	4	80.67	87.96	7.28999999999999
ENSG00000106397	PLOD3	4	0	4	39.33	48.17	8.84
ENSG00000157212	PAXIP1	4	0	4	11.59	20.01	8.42
ENSG00000122778	KIAA1549	4	0	4	6.6	10.66	4.06
ENSG00000205903	ZNF316	4	0	4	5.7	6.22	0.52
ENSG00000127914	AKAP9	4	0	4	14.71	20.47	5.76
ENSG00000197362	ZNF786	4	0	4	0.9	3.15	2.25
ENSG00000122566	HNRNPA2B1	4	0	4	154.32	240.52	86.2
ENSG00000254024	AP001207.3	4	0	4	1.19	2.83	1.64
ENSG00000176623	RMDN1	4	0	4	29.96	40.91	10.95
ENSG00000121022	COPS5	4	0	4	14.72	25.63	10.91
ENSG00000164920	OSR2	4	0	4	5.16	8.66	3.5
ENSG00000003987	MTMR7	4	0	4	0.2	0.31	0.11
ENSG00000156103	MMP16	4	0	4	0.94	2.1	1.16
ENSG00000253553	AC090578.1	4	0	4	0.03	0.06	0.03
ENSG00000169139	UBE2V2	4	0	4	38.42	56.74	18.32
ENSG00000175606	TMEM70	4	0	4	11.69	19.89	8.2
ENSG00000104369	JPH1	4	0	4	4.16	9.5	5.34
ENSG00000177570	SAMD12	4	0	4	1.69	2.12	0.43
ENSG00000249898	MCPH1-AS1	4	0	4	0.64	1.44	0.8
ENSG00000064313	TAF2	4	0	4	11.65	13.11	1.46
ENSG00000104522	TSTA3	4	0	4	75.98	82.69	6.70999999999999
ENSG00000164749	HNF4G	4	0	4	0.88	2.69	1.81
ENSG00000179698	WDR97	4	0	4	0.02	0.15	0.13
ENSG00000181638	ZFP41	4	0	4	2.32	6.83	4.51
ENSG00000253642	AF279873.3	4	0	4	4.58	6.35	1.77
ENSG00000131773	KHDRBS3	4	0	4	1.59	2.6	1.01
ENSG00000135040	NAA35	4	0	4	5.65	10.2	4.55
ENSG00000188352	FOCAD	4	0	4	13	19.02	6.02
ENSG00000165271	NOL6	4	0	4	13.58	27.16	13.58
ENSG00000276291	FRG1HP	4	0	4	3.97	6.31	2.34
ENSG00000254876	SUGT1P4-STRA6LP	4	0	4	0.16	0.54	0.38
ENSG00000096872	IFT74	4	0	4	10.65	14.58	3.93
ENSG00000157657	ZNF618	4	0	4	1.07	3.91	2.84
ENSG00000070214	SLC44A1	4	0	4	8.08	9.49	1.41
ENSG00000228714	AL691420.1	4	0	4	3.01	3.02	0.0100000000000002
ENSG00000107186	MPDZ	4	0	4	4.36	6.63	2.27
ENSG00000119326	CTNNAL1	4	0	4	12.64	16.06	3.42
ENSG00000198887	SMC5	4	0	4	8.75	14.72	5.97
ENSG00000159247	TUBBP5	4	0	4	3.52	5.12	1.6
ENSG00000244115	DNAJC25-GNG10	4	0	4	13.21	13.49	0.279999999999999
ENSG00000178445	GLDC	4	0	4	1.33	1.92	0.59
ENSG00000119402	FBXW2	4	0	4	9.66	10.27	0.609999999999999
ENSG00000167157	PRRX2	4	0	4	0.07	0.14	0.07
ENSG00000184925	LCN12	4	0	4	2.15	7.76	5.61
ENSG00000107164	FUBP3	4	0	4	39.04	40.52	1.48
ENSG00000119333	WDR34	4	0	4	43.92	65.47	21.55
ENSG00000175764	TTLL11	4	0	4	0.88	1.92	1.04
ENSG00000107371	EXOSC3	4	0	4	20.36	21.26	0.900000000000002
ENSG00000147140	NONO	4	0	4	400.12	476.61	76.49
ENSG00000182872	RBM10	4	0	4	17.44	29.86	12.42
ENSG00000101868	POLA1	4	0	4	2.65	9.01	6.36
ENSG00000172943	PHF8	4	0	4	14.07	23.22	9.15
ENSG00000130052	STARD8	4	0	4	0.11	0.21	0.1
ENSG00000067840	PDZD4	4	0	4	2.17	2.93	0.76
ENSG00000131724	IL13RA1	4	0	4	8.09	9.62	1.53
ENSG00000068366	ACSL4	4	0	4	0.65	0.83	0.18
ENSG00000013563	DNASE1L1	4	0	4	15.29	29.28	13.99
ENSG00000102003	SYP	4	0	4	0.36	0.53	0.17
ENSG00000215301	DDX3X	4	0	4	27.79	45.95	18.16
ENSG00000071859	FAM50A	4	0	4	36.04	48	11.96
ENSG00000238123	MID1IP1-AS1	4	0	4	3.99	6.16	2.17
ENSG00000130147	SH3BP4	16	13	3	22.97	23.07	0.100000000000001
ENSG00000012660	ELOVL5	13	10	3	210.43	270.53	60.1
ENSG00000258472	AC005726.1	11	8	3	0.81	1.27	0.46
ENSG00000127124	HIVEP3	10	7	3	1.93	3.17	1.24
ENSG00000162909	CAPN2	10	7	3	42.38	45.1	2.72
ENSG00000149115	TNKS1BP1	10	7	3	112.83	120.83	8
ENSG00000007545	CRAMP1	10	7	3	4.1	8.8	4.7
ENSG00000099622	CIRBP	10	7	3	76.18	94.49	18.31
ENSG00000168993	CPLX1	10	7	3	5.23	5.56	0.329999999999999
ENSG00000112655	PTK7	10	7	3	2.34	3.53	1.19
ENSG00000157216	SSBP3	9	6	3	56.04	59.03	2.99
ENSG00000179604	CDC42EP4	9	6	3	17.92	18.24	0.319999999999997
ENSG00000232855	AF165147.1	9	6	3	0.28	0.39	0.11
ENSG00000160191	PDE9A	9	6	3	18.65	28.86	10.21
ENSG00000073849	ST6GAL1	9	6	3	4.31	8	3.69
ENSG00000180921	FAM83H	9	6	3	27.5	50.43	22.93
ENSG00000127054	INTS11	8	5	3	79.16	96.02	16.86
ENSG00000008323	PLEKHG6	8	5	3	0.96	4.24	3.28
ENSG00000115648	MLPH	8	5	3	58.23	65.87	7.64000000000001
ENSG00000112186	CAP2	8	5	3	11.59	19.47	7.88
ENSG00000106003	LFNG	8	5	3	1.63	7.48	5.85
ENSG00000187764	SEMA4D	8	5	3	5.62	6.78	1.16
ENSG00000255108	AP006621.1	7	4	3	0.25	0.6	0.35
ENSG00000169758	TMEM266	7	4	3	0.48	1	0.52
ENSG00000137834	SMAD6	7	4	3	2.58	9.66	7.08
ENSG00000214140	PRCD	7	4	3	0.19	0.2	0.01
ENSG00000167900	TK1	7	4	3	125.09	142.64	17.55
ENSG00000173821	RNF213	7	4	3	21.13	31.65	10.52
ENSG00000166347	CYB5A	7	4	3	104.12	124.45	20.33
ENSG00000176720	BOK	7	4	3	24.01	31.43	7.42
ENSG00000144481	TRPM8	7	4	3	13.56	58.57	45.01
ENSG00000088881	EBF4	7	4	3	1.12	3.1	1.98
ENSG00000184792	OSBP2	7	4	3	5.65	7.17	1.52
ENSG00000280927	CTBP1-AS	7	4	3	0.83	3.15	2.32
ENSG00000143375	CGN	6	3	3	3.99	5.97	1.98
ENSG00000166689	PLEKHA7	6	3	3	6.36	8.69	2.33
ENSG00000258028	AL135878.1	6	3	3	0.38	2.32	1.94
ENSG00000040531	CTNS	6	3	3	4.36	6.38	2.02
ENSG00000115884	SDC1	6	3	3	43.73	48.42	4.69
ENSG00000169756	LIMS1	6	3	3	9.63	12.07	2.44
ENSG00000125970	RALY	6	3	3	84.93	87.37	2.44
ENSG00000124198	ARFGEF2	6	3	3	7.1	7.51	0.41
ENSG00000101213	PTK6	6	3	3	2.01	2.02	0.0100000000000002
ENSG00000163932	PRKCD	6	3	3	32.56	37.58	5.02
ENSG00000254485	AC026191.1	6	3	3	0.88	1.84	0.96
ENSG00000145217	SLC26A1	6	3	3	5.04	6.68	1.64
ENSG00000120519	SLC10A7	6	3	3	4.72	22.97	18.25
ENSG00000164849	GPR146	6	3	3	0.82	1.35	0.53
ENSG00000106078	COBL	6	3	3	6.53	9.22	2.69
ENSG00000184677	ZBTB40	5	2	3	1.86	3.5	1.64
ENSG00000238164	TNFRSF14-AS1	5	2	3	0.18	0.29	0.11
ENSG00000187642	PERM1	5	2	3	5.62	6.78	1.16
ENSG00000069812	HES2	5	2	3	1.35	2.7	1.35
ENSG00000135835	KIAA1614	5	2	3	0.01	0.14	0.13
ENSG00000154305	MIA3	5	2	3	108.01	128.05	20.04
ENSG00000131781	FMO5	5	2	3	0.76	0.77	0.01
ENSG00000148737	TCF7L2	5	2	3	13.7	15.26	1.56
ENSG00000166402	TUB	5	2	3	6.97	11.2	4.23
ENSG00000149485	FADS1	5	2	3	80.05	95.72	15.67
ENSG00000166444	ST5	5	2	3	5.55	8.46	2.91
ENSG00000172819	RARG	5	2	3	17.99	20.15	2.16
ENSG00000168778	TCTN2	5	2	3	2.33	4.86	2.53
ENSG00000120658	ENOX1	5	2	3	2.66	5.18	2.52
ENSG00000236051	MYCBP2-AS1	5	2	3	5.6	13.19	7.59
ENSG00000248975	AL133372.2	5	2	3	0.24	0.25	0.01
ENSG00000183032	SLC25A21	5	2	3	0.75	1.1	0.35
ENSG00000259986	AC103876.1	5	2	3	0.27	0.28	0.01
ENSG00000259438	MAPK6-DT	5	2	3	0.97	1.64	0.67
ENSG00000255571	MIR9-3HG	5	2	3	0.18	2.88	2.7
ENSG00000162004	CCDC78	5	2	3	12.35	20.94	8.59
ENSG00000132600	PRMT7	5	2	3	7.81	11.94	4.13
ENSG00000103034	NDRG4	5	2	3	0.95	1.76	0.81
ENSG00000261173	AC018845.3	5	2	3	0.19	0.38	0.19
ENSG00000141252	VPS53	5	2	3	9.96	23.59	13.63
ENSG00000011295	TTC19	5	2	3	21.86	26.31	4.45
ENSG00000170703	TTLL6	5	2	3	0.79	1.92	1.13
ENSG00000091622	PITPNM3	5	2	3	0.72	0.89	0.17
ENSG00000169683	LRRC45	5	2	3	5.71	20.18	14.47
ENSG00000119547	ONECUT2	5	2	3	1.12	1.74	0.62
ENSG00000134504	KCTD1	5	2	3	9.66	14.19	4.53
ENSG00000142449	FBN3	5	2	3	0.02	0.22	0.2
ENSG00000226800	CACTIN-AS1	5	2	3	0.14	0.35	0.21
ENSG00000204673	AKT1S1	5	2	3	74.35	93.88	19.53
ENSG00000144331	ZNF385B	5	2	3	7.24	16.59	9.35
ENSG00000142330	CAPN10	5	2	3	4.45	7.39	2.94
ENSG00000197635	DPP4	5	2	3	22.79	57.57	34.78
ENSG00000144401	METTL21A	5	2	3	7.64	12.09	4.45
ENSG00000125844	RRBP1	5	2	3	24.26	44.73	20.47
ENSG00000132792	CTNNBL1	5	2	3	17.13	18.91	1.78
ENSG00000100170	SLC5A1	5	2	3	0.36	0.59	0.23
ENSG00000160796	NBEAL2	5	2	3	9.82	18.08	8.26
ENSG00000235257	ITGA9-AS1	5	2	3	1.46	3.42	1.96
ENSG00000114030	KPNA1	5	2	3	26.51	29.59	3.08
ENSG00000236699	ARHGEF38	5	2	3	0.7	0.83	0.13
ENSG00000250337	PURPL	5	2	3	0.1	0.14	0.04
ENSG00000285000	AC008581.2	5	2	3	1.89	4.9	3.01
ENSG00000069011	PITX1	5	2	3	19.75	22.98	3.23
ENSG00000145832	SLC25A48	5	2	3	1.56	4.17	2.61
ENSG00000164181	ELOVL7	5	2	3	17.68	38.62	20.94
ENSG00000152503	TRIM36	5	2	3	9.28	9.59	0.31
ENSG00000124593	AL365205.1	5	2	3	1.76	5.26	3.5
ENSG00000079691	CARMIL1	5	2	3	5.86	15.49	9.63
ENSG00000197442	MAP3K5	5	2	3	1.28	4.68	3.4
ENSG00000026652	AGPAT4	5	2	3	0.19	0.42	0.23
ENSG00000009950	MLXIPL	5	2	3	5.59	7.99	2.4
ENSG00000146776	ATXN7L1	5	2	3	4.98	6.04	1.06
ENSG00000087085	ACHE	5	2	3	0.48	0.57	0.09
ENSG00000105889	STEAP1B	5	2	3	0.09	1.27	1.18
ENSG00000117868	ESYT2	5	2	3	15.18	20.05	4.87
ENSG00000120875	DUSP4	5	2	3	15.71	18.5	2.79
ENSG00000233901	LINC01503	5	2	3	1.1	1.37	0.27
ENSG00000177239	MAN1B1	5	2	3	18.24	23.9	5.66
ENSG00000157873	TNFRSF14	4	1	3	6.99	9.11	2.12
ENSG00000157870	PRXL2B	4	1	3	20.49	35.34	14.85
ENSG00000162676	GFI1	4	1	3	0.64	1.48	0.84
ENSG00000185483	ROR1	4	1	3	1.72	2.32	0.6
ENSG00000160094	ZNF362	4	1	3	11.72	14.2	2.48
ENSG00000116299	KIAA1324	4	1	3	0.19	0.67	0.48
ENSG00000143162	CREG1	4	1	3	47.88	50.84	2.96
ENSG00000227070	AC104170.1	4	1	3	0.42	1.7	1.28
ENSG00000143434	SEMA6C	4	1	3	1.25	1.81	0.56
ENSG00000117395	EBNA1BP2	4	1	3	18.81	47.93	29.12
ENSG00000142687	KIAA0319L	4	1	3	23.73	32.99	9.26
ENSG00000116478	HDAC1	4	1	3	53.4	68.36	14.96
ENSG00000122420	PTGFR	4	1	3	5.19	7.47	2.28
ENSG00000143776	CDC42BPA	4	1	3	7.62	12	4.38
ENSG00000228021	AL158835.1	4	1	3	0.09	0.23	0.14
ENSG00000138286	FAM149B1	4	1	3	7.91	11.09	3.18
ENSG00000150054	MPP7	4	1	3	2.07	2.22	0.15
ENSG00000095627	TDRD1	4	1	3	0.02	0.11	0.09
ENSG00000227345	PARG	4	1	3	9.12	13.97	4.85
ENSG00000132334	PTPRE	4	1	3	1.81	1.94	0.13
ENSG00000110031	LPXN	4	1	3	2.58	4.92	2.34
ENSG00000110328	GALNT18	4	1	3	4.57	5.2	0.63
ENSG00000165895	ARHGAP42	4	1	3	0.63	1.81	1.18
ENSG00000162231	NXF1	4	1	3	27.5	38.24	10.74
ENSG00000110107	PRPF19	4	1	3	94.32	103.6	9.28
ENSG00000175216	CKAP5	4	1	3	55.61	59.44	3.83
ENSG00000257433	AC004241.1	4	1	3	0.21	1.63	1.42
ENSG00000123415	SMUG1	4	1	3	15.32	22.04	6.72
ENSG00000135406	PRPH	4	1	3	3.09	5.44	2.35
ENSG00000094914	AAAS	4	1	3	45.13	49.64	4.51
ENSG00000111300	NAA25	4	1	3	9.53	11.78	2.25
ENSG00000111224	PARP11	4	1	3	2.02	2.26	0.24
ENSG00000257242	LINC01619	4	1	3	0.22	0.45	0.23
ENSG00000245904	AC025164.1	4	1	3	0.26	0.72	0.46
ENSG00000184967	NOC4L	4	1	3	21.32	23.6	2.28
ENSG00000111087	GLI1	4	1	3	1	1.79	0.79
ENSG00000166888	STAT6	4	1	3	0.19	0.42	0.23
ENSG00000110911	SLC11A2	4	1	3	20.47	21.81	1.34
ENSG00000230490	AL139383.1	4	1	3	0.1	0.42	0.32
ENSG00000185215	TNFAIP2	4	1	3	1.72	1.87	0.15
ENSG00000012983	MAP4K5	4	1	3	2.63	6.41	3.78
ENSG00000119638	NEK9	4	1	3	15.1	23.42	8.32
ENSG00000140009	ESR2	4	1	3	0.06	0.07	0.01
ENSG00000021776	AQR	4	1	3	28.38	33.49	5.11
ENSG00000166734	CASC4	4	1	3	31.68	37.77	6.09
ENSG00000182685	BRICD5	4	1	3	3.26	5.27	2.01
ENSG00000127580	WDR24	4	1	3	8.26	8.81	0.550000000000001
ENSG00000262587	AC133552.2	4	1	3	0.27	3.09	2.82
ENSG00000103064	SLC7A6	4	1	3	6.13	10.85	4.72
ENSG00000196296	ATP2A1	4	1	3	1.78	1.87	0.0900000000000001
ENSG00000135736	CCDC102A	4	1	3	1.45	4.47	3.02
ENSG00000085721	RRN3	4	1	3	11.1	11.76	0.66
ENSG00000259768	AC004943.2	4	1	3	1.95	5.2	3.25
ENSG00000099365	STX1B	4	1	3	0.09	0.36	0.27
ENSG00000242612	DECR2	4	1	3	16.62	23.13	6.51
ENSG00000103544	VPS35L	4	1	3	27.68	29.44	1.76
ENSG00000174628	IQCK	4	1	3	4.63	5.86	1.23
ENSG00000158792	SPATA2L	4	1	3	7.55	8.62	1.07
ENSG00000198211	AC092143.1	4	1	3	1.05	2.6	1.55
ENSG00000162062	TEDC2	4	1	3	10.68	16.07	5.39
ENSG00000141219	C17orf80	4	1	3	3.55	9.42	5.87
ENSG00000166750	SLFN5	4	1	3	3.61	4.42	0.81
ENSG00000141456	PELP1	4	1	3	58.15	58.8	0.649999999999999
ENSG00000276234	TADA2A	4	1	3	4.34	10.08	5.74
ENSG00000262880	AC113189.2	4	1	3	0.05	0.06	0.01
ENSG00000078687	TNRC6C	4	1	3	0.93	2.89	1.96
ENSG00000132481	TRIM47	4	1	3	8.43	17.53	9.1
ENSG00000141506	PIK3R5	4	1	3	0.21	0.69	0.48
ENSG00000196712	NF1	4	1	3	19.59	28.79	9.2
ENSG00000134444	RELCH	4	1	3	7.73	10.58	2.85
ENSG00000153339	TRAPPC8	4	1	3	7.04	7.24	0.2
ENSG00000134508	CABLES1	4	1	3	2.09	4.66	2.57
ENSG00000128789	PSMG2	4	1	3	52.66	58.51	5.85
ENSG00000152234	ATP5F1A	4	1	3	215.01	216.22	1.21000000000001
ENSG00000264235	AP005329.1	4	1	3	0.42	0.71	0.29
ENSG00000134775	FHOD3	4	1	3	0.26	0.41	0.15
ENSG00000131944	FAAP24	4	1	3	3.02	5.88	2.86
ENSG00000125648	SLC25A23	4	1	3	67.86	71.77	3.91
ENSG00000197937	ZNF347	4	1	3	0.66	0.97	0.31
ENSG00000178935	ZNF552	4	1	3	0.95	2.36	1.41
ENSG00000079999	KEAP1	4	1	3	32.78	41.79	9.01
ENSG00000105486	LIG1	4	1	3	14.54	20.47	5.93
ENSG00000138376	BARD1	4	1	3	7.09	11.68	4.59
ENSG00000079308	TNS1	4	1	3	1.03	2.45	1.42
ENSG00000123983	ACSL3	4	1	3	48.59	173.58	124.99
ENSG00000138100	TRIM54	4	1	3	0.14	0.23	0.09
ENSG00000224043	CCNT2-AS1	4	1	3	0.14	0.74	0.6
ENSG00000082898	XPO1	4	1	3	32.41	43.49	11.08
ENSG00000115970	THADA	4	1	3	3.11	4.19	1.08
ENSG00000088179	PTPN4	4	1	3	8.69	10.92	2.23
ENSG00000219626	FAM228B	4	1	3	0.66	1.76	1.1
ENSG00000138092	CENPO	4	1	3	6.39	15.63	9.24
ENSG00000153827	TRIP12	4	1	3	34.87	53.22	18.35
ENSG00000153832	FBXO36	4	1	3	2.05	2.37	0.32
ENSG00000124006	OBSL1	4	1	3	0.14	0.89	0.75
ENSG00000135637	CCDC142	4	1	3	1.78	4.61	2.83
ENSG00000115084	SLC35F5	4	1	3	6.86	18.48	11.62
ENSG00000127824	TUBA4A	4	1	3	97.75	274.3	176.55
ENSG00000115112	TFCP2L1	4	1	3	0.09	0.16	0.07
ENSG00000101421	CHMP4B	4	1	3	46.63	47.13	0.5
ENSG00000166619	BLCAP	4	1	3	36.38	36.81	0.43
ENSG00000101350	KIF3B	4	1	3	15.4	17.48	2.08
ENSG00000149346	SLX4IP	4	1	3	0.9	1.68	0.78
ENSG00000157617	C2CD2	4	1	3	3.66	5.27	1.61
ENSG00000100422	CERK	4	1	3	1.19	1.42	0.23
ENSG00000138942	RNF185	4	1	3	12.69	14.24	1.55
ENSG00000241878	PISD	4	1	3	9.27	12.3	3.03
ENSG00000100162	CENPM	4	1	3	31.48	45.21	13.73
ENSG00000100372	SLC25A17	4	1	3	11.52	17.32	5.8
ENSG00000100263	RHBDD3	4	1	3	19.59	31.13	11.54
ENSG00000151092	NGLY1	4	1	3	15.28	24.09	8.81
ENSG00000272305	AC096887.1	4	1	3	0.69	0.71	0.02
ENSG00000181458	TMEM45A	4	1	3	0.63	1.07	0.44
ENSG00000164053	ATRIP	4	1	3	5.02	5.33	0.31
ENSG00000144959	NCEH1	4	1	3	8.14	11.05	2.91
ENSG00000242086	MUC20-OT1	4	1	3	18.77	33.13	14.36
ENSG00000163884	KLF15	4	1	3	6.39	11.88	5.49
ENSG00000172986	GXYLT2	4	1	3	0.45	0.6	0.15
ENSG00000161267	BDH1	4	1	3	32.65	43.87	11.22
ENSG00000122068	FYTTD1	4	1	3	30.46	35.99	5.53
ENSG00000196083	IL1RAP	4	1	3	5.07	7.57	2.5
ENSG00000177646	ACAD9	4	1	3	21.81	29.04	7.23
ENSG00000173542	MOB1B	4	1	3	2.38	4.9	2.52
ENSG00000249896	LINC02495	4	1	3	0.03	0.04	0.01
ENSG00000137601	NEK1	4	1	3	1.51	2.41	0.9
ENSG00000163623	NKX6-1	4	1	3	0.17	0.42	0.25
ENSG00000037749	MFAP3	4	1	3	4.53	7.73	3.2
ENSG00000131459	GFPT2	4	1	3	0.55	0.94	0.39
ENSG00000175745	NR2F1	4	1	3	0.12	0.49	0.37
ENSG00000131446	MGAT1	4	1	3	21.78	25.58	3.8
ENSG00000186493	C5orf38	4	1	3	9.12	9.39	0.270000000000001
ENSG00000113163	CERT1	4	1	3	7.34	10.62	3.28
ENSG00000112964	GHR	4	1	3	2.46	7.28	4.82
ENSG00000132570	PCBD2	4	1	3	4.77	6.64	1.87
ENSG00000145907	G3BP1	4	1	3	27.58	52.04	24.46
ENSG00000244968	LIFR-AS1	4	1	3	0.23	0.57	0.34
ENSG00000132842	AP3B1	4	1	3	17.12	17.37	0.25
ENSG00000204394	VARS	4	1	3	168.62	207.07	38.45
ENSG00000197081	IGF2R	4	1	3	23.42	30.14	6.72
ENSG00000146233	CYP39A1	4	1	3	3.28	3.75	0.47
ENSG00000146411	SLC2A12	4	1	3	2.84	4.41	1.57
ENSG00000050393	MCUR1	4	1	3	15.39	23.53	8.14
ENSG00000106336	FBXO24	4	1	3	1.18	2.68	1.5
ENSG00000234585	CCT6P3	4	1	3	2.44	2.53	0.0899999999999999
ENSG00000004799	PDK4	4	1	3	0.21	0.64	0.43
ENSG00000059377	TBXAS1	4	1	3	1.65	7.99	6.34
ENSG00000164815	ORC5	4	1	3	6.9	14.62	7.72
ENSG00000136280	CCM2	4	1	3	17.62	31.79	14.17
ENSG00000146700	SSC4D	4	1	3	1.64	1.82	0.18
ENSG00000198420	TCAF1	4	1	3	11.98	18.14	6.16
ENSG00000219545	UMAD1	4	1	3	13.13	15.36	2.23
ENSG00000132436	FIGNL1	4	1	3	7.49	17.59	10.1
ENSG00000234444	ZNF736	4	1	3	1.46	4.08	2.62
ENSG00000106244	PDAP1	4	1	3	107.36	132.92	25.56
ENSG00000233429	HOTAIRM1	4	1	3	1.28	2.45	1.17
ENSG00000186472	PCLO	4	1	3	0.06	0.08	0.02
ENSG00000253320	AZIN1-AS1	4	1	3	3.2	3.47	0.27
